,IC1931,IC1932,ACM1B,AC740NEW,UC7650,CA2050CYB,IC1003BK,CVL1084,ACM62B,CA2016WB,CA3602,AC208K12,CA1001WBML,AC967,AC968,IC1003BR,CA3810,CA2002,AC6008,CA2011WB,IS4000,CA2014WB,IC1940,AC960,AC104,AC204,PS2350,IMC7RD,IMC7BK,AC201,ACM7000,AC63B,ACM7002,AC401,ACM7003,CAMP44,AC400MV,AC404,ACM51B,ACM940,AC8002,AC851B,AC8003,CA3610,CA3908,AC100B,ACM90B,CA3614,CA2988,AC8000,CA3001RB,PS2500,IC1930,CA3550RB,AC840,ACM7000K12,CVL1064RB,CA2012RB,CA3488,CA3050,CA3350,AC202B,ACM70B,ACM60B,CA2022,CA3090,PS2370,MRMS3203,AC200B,CA2027,MRMS3204,CA2026,CA3001WB,AC850,CA2014RB,MRMS3201,MRMS3307,MRMS3306,ACM500RB,CA1001WB,MRMS3305,MRMS3448,CVL1065B,CA2880,CA3092BT,MRMS3304,UC7450,IC900,MRMS3206,HE200RB,MRMS3209,ACM6004
4/12/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/13/2015,0,0,117,0,0,0,0,13.75,0,271.2,1188,0,0,0,0,0,0,204.4,0,536,0,14.3,30,1097.4,0,161,0,0,0,0,6.7,0,73.55,10.6,0,0,0,552,-3.76,0,0,532,0,0,70,602.25,572.25,0,13.91,13.78,16.95,0,0,1131.5,71.4,0,52.32,110.5,0,0,0,3810,8.28,0,0,301,0,0,297,0,0,1426.55,15.6,27.56,27.65,0,0,0,0,0,0,0,110.95,1069.51,0,0,18,0,0,93.6,0,0
4/14/2015,0,0,0,0,0,0,0,55,0,180.8,693.09,0,0,0,0,0,49,228.14,0,164.3,0,0,0,0,0,40.25,0,0,0,272.08,13.4,0,0,508.8,0,0,7.2,-11.5,94.88,0,12.65,0,0,0,0,0,698.25,0,13.91,275,0,0,0,0,232.05,0,0,637.5,0,0,0,7.95,0,0,0,43,0,0,9.9,0,0,90.2,0,5742,867,0,0,0,0,12.02,0,0,317,0,0,0,0,0,0,132.76,0,0
4/15/2015,0,0,4.5,0,0,0,0,591.25,0,176.58,792,0,0,0,0,0,49,483.64,0,0,0,42.9,0,53.1,0,10.08,0,0,0,0,6.7,0,55.75,10.6,0,0,0,14.4,28.5,0,0,152,0,0,0,0,309.75,0,13.91,13.78,67.8,0,0,36.5,17.85,0,13.95,17,0,0,0,6.35,330,0,0,64.5,0,0,0,0,0,67.65,0,49.56,34,0,0,0,272.4,0,0,0,0,834.6,0,0,0,0,0,156,0,0
4/16/2015,0,0,27,0,0,0,0,742.5,0,154.12,369.09,0,0,0,0,0,49,330.34,0,40.2,0,71.5,0,17.7,0,2032.66,0,0,0,1148.16,6.7,0,3862.6,0,0,0,0,126.5,9,0,0,0,0,0,0,0,477.75,0,-13.91,0,63.69,0,0,1022,335.4,0,19.77,25.5,0,0,0,241.3,11000,0,0,0,0,0,198,0,0,0,140.56,242,17,0,0,0,0,0,0,0,6.34,0,0,0,0,0,0,1404,0,0
4/17/2015,0,0,-0.57,0,0,0,0,41.25,0,69.23,4608.36,0,0,0,0,0,49,29.2,0,77.08,0,264.55,0,1770,86.45,20.16,0,462,0,7.16,0,0,1780,10.6,0,68.6,0,1426.1,7.52,186,0,19,0,0,70,0,21,0,13.91,261.34,33.9,0,0,146,35.7,0,23.25,0,0,0,0,0,0,0,0,21.5,0,0,0,0,0,58.55,35.14,0,29.8,0,0,0,0,115.2,0,0,19.02,-13.91,0,0,0,0,0,0,0,0
4/18/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/20/2015,0,0,6.75,0,0,0,0,398.75,0,202.04,684,0,0,0,0,0,98,430.6,0,8.26,0,143,0,123.9,174.45,17.97,0,0,0,1210.66,6.7,0,0,42.4,0,0,7.2,0,0,0,0,0,0,0,70,3.65,15.75,0,27.82,149.16,-16.95,0,0,617.96,89.25,0,34.71,0,0,0,0,6.35,4264.5,0,0,86,0,0,0,0,0,18,50.43,-16.88,216.46,0,0,0,7250,0,0,0,41.21,139.1,0,0,0,0,0,273,0,0
4/21/2015,0,0,0,0,0,0,0,13.75,0,703.22,296.37,0,0,0,0,0,0,226.3,0,301.5,0,14.3,0,938.1,0,16.1,0,0,0,14.32,13.4,0,0,10.6,0,0,2376,99.19,78.35,46.5,12.65,0,0,0,350,7.3,0,0,0,0,79.62,0,0,73,464.1,0,186,13073,0,0,0,0,178.9,0,0,64.5,0,0,643.5,0,0,144,31.2,3520,136,0,0,0,0,0,0,0,3.17,180.83,0,0,0,0,0,0,0,0
4/22/2015,0,0,7.27,0,0,0,0,728.75,0,1179.7,1080,0,0,0,0,0,49,511,0,31.48,0,28.6,60,0,141.2,100.34,0,0,0,1138.44,0,0,89,61.14,0,13.72,151.2,1764.84,108.35,620,0,0,0,0,0,0,341.25,0,83.46,264,3.94,0,0,109.5,17.85,0,18.6,17,0,0,0,0,61.6,137.5,0,129,0,0,0,0,0,40.19,0,7150,17,0,0,0,0,0,0,0,0,41.73,0,0,0,0,0,0,0,0
4/23/2015,0,0,2.77,0,0,0,0,41.25,0,6.96,72,0,0,0,0,0,0,96.6,0,381.9,0,0,0,0,0,0,0,0,0,286.4,0,0,0,0,0,0,0,42.51,0.8,0,0,57,0,0,140,0,336,0,1112.8,0,16.95,0,0,255.5,428.4,0,237.15,8.5,0,0,0,162.95,0,0,0,202,0,0,1485,0,0,36,3915.6,44,666.96,0,0,0,0,0,0,0,0,959.79,0,0,0,0,0,0,0,0
4/24/2015,0,0,2.25,0,0,0,0,13.75,0,350.3,72,0,0,0,0,0,0,313.9,0,46.9,0,7.15,0,0,665,0,0,0,0,0,335,0,1014.6,2660.6,0,0,1807.2,1896.68,0,0,0,304,0,0,70,0,32.35,0,4326.01,0,50.85,0,0,0,339.15,0,142.17,0,0,0,0,0,132,250,0,43,0,0,49.5,0,0,328.19,31.2,1875.12,113.3,0,0,0,53.64,28.8,0,0,0,3227.12,0,0,0,0,0,0,0,0
4/25/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/26/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/27/2015,0,0,2.77,0,0,0,0,1251.25,26.6,684.14,216,0,0,0,0,0,98,153.3,0,0,0,85.8,0,548.7,16.4,922.56,0,0,0,0,0,0,0,34.26,0,27.44,0,2.67,40.7,0,0,19,0,0,70,0,0,0,27.82,-11,16.95,0,0,36.5,53.55,0,19.68,59.5,0,0,0,323.85,4.4,93.75,0,198.5,0,0,0,0,0,0,34.83,-264,100.84,0,0,0,0,0,0,0,15.85,-55.64,90,0,0,0,0,76.88,0,0
4/28/2015,0,0,13.5,0,0,0,30,1237.5,-2.33,437.02,1071.94,0,0,0,0,0,49,270.1,0,125.8,0,228.8,30,0,106.4,2914.1,0,0,0,680.2,0,0,0,0,0,0,0,14.17,1.51,0,0,0,0,0,70,0,0,0,0,0,135.6,0,0,146,1178.1,0,34.3,8.5,0,0,0,12.7,603.8,0,0,327.5,0,0,1287,0,0,108,1154.4,242,1360,0,0,0,25476.5,0,0,0,0,41.73,0,0,18,0,0,0,0,0
4/29/2015,0,0,0,0,0,0,0,522.5,0,3350.45,72,0,0,0,0,0,98,14.6,0,41,0,1151.15,0,531,0,322,0,0,0,1216.04,136.4,0,0,10.6,0,0,7.2,70.4,10.84,0,0,0,0,0,0,146,51.44,0,0,330,37.7,0,0,44.68,17.85,0,25.33,1028.5,0,0,0,6.35,21.03,0,0,86,0,0,0,0,0,386.06,31.2,66,17,0,0,0,0,0,0,0,19.02,0,45,0,0,0,0,0,0,0
4/30/2015,0,30,18,0,0,0,0,27.5,0,26.41,124.12,0,0,0,0,0,0,29.2,0,0,0,135.85,0,3894,0,5796,0,0,0,408.12,13.4,0,0,-10.6,0,16.79,0,0,-6,0,0,0,0,0,140,3.65,0,0,0,0,0,0,0,0,981.75,0,190.65,17,0,0,0,0,244.5,0,0,0,0,0,227.7,0,0,0,62.4,0,62.4,0,0,0,17545,0,0,0,0,51.09,0,0,0,0,0,0,0,0
5/1/2015,0,0,13.25,0,0,0,0,13.75,0,0,576,0,0,0,0,0,0,0,0,142.2,0,71.5,30,0,0,2318.4,0,0,0,28.64,40.2,0,0,0,0,0,0,1394.08,0,0,1265,437,0,0,0,0,0,0,0,11,33.9,0,0,0,446.25,0,4.65,0,0,0,0,6.35,506,0,0,64.5,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17.03,0,0,0,0,0,0,0,0
5/2/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/3/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/4/2015,0,0,67.5,0,0,0,0,13.75,0,371.06,0,0,0,0,0,0,49,-7.3,0,6.7,0,143,0,955.8,0,0,0,0,0,358,133.4,0,0,10.6,0,126.55,72,310.5,78.34,0,0,0,0,0,140,3.65,141.75,0,41.73,0,84.75,0,0,190.68,53.55,0,16.03,25.5,0,0,0,203.2,0,0,0,731,0,0,0,0,0,1026,0,26.93,51,0,0,0,0,9.6,0,0,12.68,0,0,0,22.03,0,0,0,0,0
5/5/2015,0,0,0,0,0,0,0,0,1022.2,293.8,44.06,0,0,0,0,0,0,7.3,0,106.6,0,371.8,0,0,0,0,0,0,0,687.36,0,0,498.4,0,0,0,0,0,1.84,0,0,0,0,0,140,0,299.25,0,0,13.46,0,0,30,766.5,21.85,0,55.8,51,0,0,0,63.5,0,0,0,0,0,0,19.8,0,0,22.03,0,132,161.5,0,0,0,681.5,0,0,0,0,41.73,45,0,0,0,0,76.4,0,0
5/6/2015,0,0,2.75,0,0,0,0,123.75,1939.9,892.7,0,0,0,0,0,0,98,138.7,0,46.9,25,50.05,0,2655,0,697.4,0,0,0,716,8.2,0,0,10.6,0,0,0,70.4,1.5,0,50.6,3800,0,0,1120,3.65,10.5,0,3936.53,0,152.55,0,0,1131.5,374.85,0,322.93,850,0,0,0,0,0,0,0,929.32,0,0,148.5,0,0,108,31.2,6842,275.7,0,0,0,304.5,47,0,0,158.5,1836.12,0,0,0,0,0,1833,0,0
5/7/2015,0,0,22.5,0,0,0,0,13.75,0,423.75,0,0,0,0,0,0,0,29.2,0,218.9,0,135.85,0,17.7,59.85,-29.55,0,0,0,28.64,0,0,26.7,0,0,0,0,-8.92,85.5,0,379.5,38,0,0,0,0,36.75,0,0,0,0,0,0,73,35.7,0,41.85,467.5,0,0,0,349.25,4507.6,0,0,150.5,0,0,247.5,0,0,0,31.2,22,8.5,0,0,0,5785.5,0,0,0,668.87,684.71,0,0,0,0,0,1918.8,0,0
5/8/2015,0,0,2.25,0,0,0,0,0,13300,2516.79,8.06,0,0,0,0,0,0,189.8,0,150.4,0,1465.75,0,0,0,0,0,0,0,7.16,348.4,0,17.8,0,0,41.16,7.2,2530,0.34,0,12.65,608,0,0,70,0,173.25,0,13.91,0,0,0,0,401.5,0,0,51.15,0,0,0,0,1270,10.76,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,72.5,0,0,0,0,0,0,0,0,0,0,819,0,0
5/9/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2015,0,0,4.5,0,0,0,0,0,0,327.7,0,0,0,0,0,0,0,175.2,0,0,0,0,0,0,0,0,0,0,0,0,167.5,0,1068,23.49,0,16.69,0,0,38.22,310,0,38,0,0,140,0,729.75,0,0,418,0,0,0,1168,21.71,0,399.9,8.5,0,0,0,6.35,0,0,0,47.65,0,0,0,0,0,39.9,46.8,240.84,52.84,0,0,0,72.5,672,0,0,0,13.91,0,0,36,0,0,468,0,0
5/12/2015,0,0,222.75,0,0,0,0,0,182.4,244.62,360,0,0,0,0,0,98,240.9,0,268,0,14.3,0,0,0,80.5,0,0,0,0,46,0,0,10.6,0,13.72,0,0,52.5,0,0,0,0,0,0,3.65,246.75,0,417.3,0,33.9,0,0,109.5,124.95,0,0,68,0,0,0,386,220,0,0,176.65,0,0,0,0,0,72,265.2,221.8,2137.84,0,0,0,1819.75,0,0,0,0,27.82,0,0,0,0,0,0,0,0
5/13/2015,0,0,2.25,0,0,0,0,288.75,0,386.64,3888,0,0,0,0,0,0,-7.3,0,197.4,0,14.3,0,0,141.09,0,0,0,0,7.16,587.8,0,303.24,0,0,-13.72,0,0,6.32,0,0,0,0,0,140,0,68.25,0,13.91,0,0,0,0,620.5,75.26,0,33.96,8.5,0,0,0,831.85,0,0,0,26.15,0,0,0,0,0,0,62.4,2027.6,8.5,0,0,0,88.2,0,0,0,0,13.91,0,0,0,0,0,210.6,0,0
5/14/2015,0,0,0,0,26.76,0,0,27.5,142.5,67.8,216,0,0,0,0,0,0,29.2,0,0,0,164.45,0,0,16.18,3105.61,0,0,0,0,26.8,0,498.18,25.78,0,0,0,-74.93,0,0,0,0,0,0,0,0,189,0,97.37,0,0,0,0,198.3,910.35,0,40.23,8.5,0,0,0,0,880,0,0,21.5,0,0,0,0,0,378,3822,220,850,0,0,0,1718.25,0,0,0,98.27,95.5,0,0,0,20.57,0,0,0,0
5/15/2015,0,0,99,0,0,0,0,41.25,4421.3,256.82,-36,0,0,0,0,0,49,191.38,0,67,0,228.8,0,0,113.05,40.25,0,0,22,699.09,20.1,0,89,74.2,0,0,0,41.97,3.32,0,0,0,0,0,70,14.6,94.5,0,13.91,1980,0,0,0,36.5,17.85,0,24.26,85,0,0,0,0,22,0,0,1139.5,0,0,0,0,0,0,4711.2,48.76,510,0,0,0,139.92,38.4,0,0,1004.89,30.83,0,0,0,0,0,189.8,0,0
5/16/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/17/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/18/2015,0,0,81,0,0,0,0,110,0,141.25,288,0,0,0,0,0,0,51.1,0,770.5,25,7.15,30,0,0,32.2,0,0,0,143.2,430.21,0,8.9,74.2,0,0,0,-11.5,6,0,518.65,0,0,0,70,0,168,0,0,0,33.9,0,0,255.5,214.2,0,9.3,8.5,0,0,0,0,0,0,0,860,0,0,0,0,0,36,93.6,110,807.5,0,0,0,290,0,0,0,3.17,69.55,0,0,0,0,0,0,0,0
5/19/2015,0,0,0,0,0,0,0,96.25,0,3904.15,1807.56,0,0,0,0,0,98,-186.74,0,107.2,50,185.9,0,17.7,0,9.74,0,0,0,1018.22,6.7,0,631.9,115.47,0,13.72,0,-11.5,1.5,0,0,0,0,0,70,0,1039.5,0,27.82,0,16.95,0,0,263.17,35.7,0,5.63,170,0,0,0,127,374.28,0,0,64.5,0,0,0,0,0,36,18.88,288.2,51,0,0,0,725,0,0,0,0,16.83,0,0,0,0,0,241.8,0,0
5/20/2015,0,0,78.75,0,0,0,0,1278.75,22.8,645.29,295.56,0,0,0,0,0,0,285.05,0,0,0,50.05,0,0,0,80.5,0,0,0,0,13.4,0,0,0,0,0,0,2.42,6,0,0,0,38.7,0,70,0,171.45,0,0,13.31,67.8,0,0,73,232.05,0,4.65,136,0,0,0,261.12,18.62,0,0,585.02,0,0,0,0,0,378,4009.2,88,0,0,0,0,145,0,0,0,0,214.49,0,0,0,0,0,15.6,0,0
5/21/2015,0,0,45,0,0,0,0,440,1.9,751.45,108,0,0,0,0,0,49,177.08,0,0,0,135.85,0,0,0,0,0,0,0,7.16,33.5,0,0,61.92,0,13.72,0,0,1.5,0,0,0,0,0,0,18.25,126,0,0,0,231.88,0,0,109.5,89.25,0,41.85,0,0,0,0,127,252.7,0,0,129,0,0,0,0,0,43.56,0,396,8.5,0,0,0,175.4,0,0,0,0,0,0,0,0,0,0,585,0,0
5/22/2015,0,0,2.72,0,0,0,0,495,13.3,30.63,79.56,0,0,0,0,0,0,118.33,0,13.4,0,7.15,0,0,0,0,0,440,0,78.76,326.89,0,0,53,0,329.28,0,11.5,0,806,0,0,348.3,0,0,0,225.75,0,41.73,0,67.8,0,0,80.67,17.85,0,0,170,0,0,0,0,0,0,0,116.54,0,0,247.5,0,0,111.78,31.2,22,0,0,0,0,0,192,0,0,0,30.74,0,0,87.12,0,0,0,0,0
5/23/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/24/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/25/2015,0,30,0,0,0,0,0,55,0,47.88,0,0,0,0,0,0,49,204.4,0,8.11,0,0,0,0,0,193.11,0,0,0,0,141.75,0,588.75,64.15,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5,35.7,0,61.93,8.5,0,0,0,0,618.2,0,0,0,0,0,0,0,0,57.78,0,4.62,0,0,0,0,217.5,0,0,0,0,95.14,0,0,0,0,0,0,0,0
5/26/2015,0,0,0,0,0,0,0,27.5,0,343.76,1944,0,0,0,0,0,196,124.1,0,443.61,0,42.9,0,0,0,1159.2,0,0,0,486.88,6.7,0,1530.8,0,0,13.72,0,414,14.24,155,0,5852,0,0,0,0,204.75,0,55.64,13.31,271.2,0,30,182.5,53.55,0,31.82,357,0,0,0,31.75,0,0,0,924.5,0,0,0,0,0,705.78,0,1298,95.29,0,0,0,732.25,0,0,0,95.1,381.41,0,0,0,0,0,93.6,0,0
5/27/2015,0,0,171.52,0,0,0,0,55,90.5,202.05,224.28,0,0,0,0,0,49,138.7,0,0,0,21.45,0,3327.6,8.18,40.25,0,0,0,50.12,0,0,21.9,10.6,0,0,0,0,5.55,0,0,0,0,0,0,912.5,180.51,0,27.82,0,33.9,0,0,73,553.35,0,10.37,68,0,0,0,12.7,0,0,0,112.02,0,0,4.95,0,0,0,0,0,0,0,0,0,7.25,0,0,0,6.34,0,0,0,0,0,0,124.67,0,0
5/28/2015,0,0,0,0,54.12,0,0,13.75,1.9,386.35,720,0,0,0,0,0,0,394.2,0,88.64,50,7.15,0,0,8.18,9.9,0,0,110,21.48,64.38,0,65.7,13.04,0,0,0,911.15,-1.5,0,0,0,0,0,0,386.9,194.25,0,0,0,0,0,0,73,39.81,0,0,850,0,0,0,0,4.4,0,0,0,0,0,4.95,0,0,0,109.2,3322,17,0,0,0,0,0,0,0,41.21,159.41,0,0,44.28,0,0,9.59,0,0
5/29/2015,0,0,85.5,0,0,0,0,137.5,0,11.3,0,0,0,0,0,0,0,131.4,0,0,25,1022.45,0,0,8.18,0,0,0,0,179,-13.4,0,445,0,0,0,0,0,2.2,343.26,771.65,0,0,0,70,0,0,0,13.91,0,0,0,0,36.5,357,0,-4.65,450.5,0,0,0,0,0,0,0,47.95,0,0,465.3,0,0,54,15.6,-22,858.5,0,0,0,0,11.81,0,0,0,0,0,0,0,185.13,0,952.62,0,0
5/30/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2015,0,0,11.25,0,0,0,0,13.75,34.2,113.85,360,0,0,0,0,0,98,204.4,0,82.4,25,357.5,0,0,79.8,813.05,0,0,0,579.96,33.5,0,186.9,0,0,0,0,3060.75,36.3,170.5,6691.85,152,0,0,210,0,0,0,27.82,0,16.95,0,0,73,17.85,0,4.65,0,0,0,0,635,222.22,0,0,860,0,0,103.95,0,0,36,1279.2,22,117.68,0,0,0,1015,336,0,0,63.4,62.04,0,0,0,20.57,0,0,0,0
6/2/2015,0,0,4.5,0,0,0,0,41.25,760,497.2,0,0,0,0,0,0,158.27,142.06,0,13.4,0,0,90,0,0,0,0,0,0,14.32,53.6,0,328.5,21.2,0,16.88,0,42.45,3,620,0,114,0,0,70,10.95,278.25,0,0,0,33.9,0,0,109.5,0,0,11.44,0,0,0,0,381,86.72,0,0,112.45,0,0,0,0,0,22.14,31.2,44,60.8,0,0,0,334.6,0,0,0,0,514.67,0,0,0,0,0,390,0,0
6/3/2015,0,0,2.25,0,0,0,0,27.5,2.34,5071.5,1087.92,0,0,0,0,0,0,204.92,0,26.8,0,-7.15,0,0,0,0,0,0,0,0,20.1,0,53.4,0,0,0,7.2,0,75,0,0,19,774,0,140,3.65,0,0,153.01,0,406.8,0,0,73,0,0,4.65,102,0,0,0,0,0,0,0,172,0,0,19.8,0,0,84.42,31.2,44,77.8,0,0,0,14.5,864,0,0,6.34,27.82,0,0,0,0,0,7.8,0,0
6/4/2015,0,0,2.81,0,0,0,0,96.25,0,-114.45,252,0,0,0,0,0,-49,21.9,0,0,0,14.3,0,0,0,0,0,0,0,241.51,13.4,0,0,42.4,0,0,0,25.85,16.5,0,0,95,0,0,0,0,15.75,0,27.82,0,0,40,0,118.53,124.95,0,51.15,0,0,0,0,0,552.5,0,0,757.82,0,0,9.9,0,0,0,15.6,22,0,0,0,0,72.5,0,0,0,0,97.37,0,0,0,0,0,1170,0,0
6/5/2015,0,0,90,0,0,0,0,41.25,0,15.45,368.91,0,0,0,0,0,0,262.8,0,0,0,7.15,0,0,0,20.08,0,0,0,62.51,8.36,0,0,10.6,0,0,0,28.7,46.48,0,0,0,0,0,140,18.25,0,0,361.66,181.2,38.1,0,0,36.5,731.85,0,13.95,42.5,0,0,0,6.35,0,0,0,688,0,0,0,0,0,18,0,22,142.1,0,0,0,9.04,0,0,0,9.51,13.91,0,0,0,0,0,0,0,0
6/6/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/7/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/8/2015,0,0,2.81,0,27.45,0,0,453.75,0,621.5,197.82,0,0,0,0,0,0,43.8,0,6.7,0,722.15,0,0,0,10.04,0,0,0,3694.16,40.2,0,73.4,341.82,0,0,0,2116,13.09,15.5,12.65,0,0,0,70,0,0,0,333.84,0,93.15,0,0,1505.53,714,0,23.2,595,0,0,0,635,71.24,0,0,935.14,0,0,0,0,0,674.92,15.6,990,3068.5,0,0,0,27.12,0,0,0,47.55,97.37,0,0,0,0,0,780,0,0
6/9/2015,0,0,2.25,0,0,0,0,165,0,604.25,1476,0,0,0,0,0,0,839.5,0,46.84,0,92.95,0,0,0,724.5,0,0,0,6587.2,13.4,0,356,10.6,0,0,0,28.7,84.37,0,0,0,0,0,0,3.65,0,0,13.91,0,0,0,0,73,-35.7,0,52.3,637.5,0,0,0,31.75,0,0,0,0,0,0,133.65,0,0,0,15.6,110,3533.6,0,0,0,198.88,11.98,0,0,3.17,0,0,0,0,0,0,44.79,0,0
